id,company_name,website,categorie,employees,revenue,city,region,description,emails_found,best_email,best_email_quality,phones_found,best_phone,status
2b922c2af8d201ecc77d131551e48965,SOTHOFERM,https://sothoferm.fr,Construction,51-200,10M-25M,mauzé thouarsais,,"Specialiste de la fermeture pour le batiment : volets, portes de garages, persiennes, portails, en bois, pvc, aluminium, acier... Quil sagisse dhabitat neuf ou de renovation, SOTHOFERM, entreprise francaise independante est specialisee, depuis plus de 20 ans, dans la fabrication sur mesure de vos fe",,,,05 49 66 66 64,05 49 66 66 64,ok_phone
8cd8815c0d679ede5ae704654c96be54,Installux Aluminium & Partenaires,https://installux-aluminium.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,saint-bonnet-de-mure,auvergne-rhône-alpes,"Installux est un gammiste francais, concepteur et distributeur de systemes aluminium, profiles et accessoires. La large gamme de produits hautes performances quil concoit et propose aux professionnels de la menuiserie aluminium est utilisee pour fabriquer des solutions sur mesure destinees aux march",,,,02 51 84 34 00,02 51 84 34 00,ok_phone
a34bb3d76a8d6028340614c55e7d3c70,FORESTIA Group,https://forestia-group.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,lambersart,,"The Forestia Group design and distribute environmentally-friendly landscaping products. Reliable, sustainable, bio-sourced products with a low carbon footprint. Wood and wood composite products for decking, fencing and cladding, as well as planters, garden sheds, pergolas and carports. Forestia Grou",,,,,,no_contact
a2774747f2d72da0c25bcf9ec56b82e9,Carrières et Bétons BRONZO PERASSO,https://bronzoperasso.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,,,"Entreprise marseillaise, Bronzo Perasso beneficie d'une notoriete importante dans le departement et d'un maillage optimum pour assurer une livraison fluide sur les chantiers. Les trois principaux poles d'activites de BRONZO PERASSO sont : - L'exploitation de carrieres - La production et la vente de ",contact@bronzoperasso.fr;rgpd@bronzoperasso.fr,contact@bronzoperasso.fr,high,04 91 17 08 08;04 91 75 45 21,04 91 17 08 08,ok_both
512b74dbfc857e266754909320e411df,SODITRADE,https://soditrade.com,Construction,1-10,500K-1M,stains,,"Fournisseur de l'enveloppe acier du batiment: panneaux a joint debout acier, toles de toiture et panneaux tuiles.",contact@soditrade.com,contact@soditrade.com,high,,,ok_email
810d0fce23e30ea46543a5612296753d,"SOFTICA, ACTIVATEUR D'ACCÈS",https://softica.fr,Construction,51-200,10M-25M,,,"SOFTICA est un fabricant francais de portes automatiques. SOFTICA concoit, fabrique, commercialise et maintient sa propre gamme de portes automatiques pietonnes, etanches, communicantes et dinterieur. Implantee en France, pres de Chambery (Savoie), Softica est a votre service par le biais d'agences ",,,,04 79 63 00 94,04 79 63 00 94,ok_phone
0fd775a99b7a72f88e4dd7c855ecc7d6,GYPASS,https://gypass.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,envermeu,normandie,"Depuis 1992, nous concevons et fabriquons, en Normandie, des ouvrants exterieurs en acier et aluminium personnalisables. Specialiste historique et reconnu de la porte de garage, notre entreprise a su evoluer vers une production sur-mesure alliant savoir-faire artisanal et technologies de pointe. Nou",,,,02 35 85 98 20,02 35 85 98 20,ok_phone
527333557306a700510aef987edbfc83,SAFIR - Groupe ACCEDIA,https://portesafir.com,Wood Product Manufacturing,51-200,10M-25M,buchelay,île-de-france,"SAFIR est specialise dans la conception et la fabrication sur-mesure de portes automatiques pour le collectif, lindustrie et le residentiel. 100% des produits SAFIR sont assembles en France sur son site de Gargenville (78) et de Cuvilly (60) afin de garantir a ses clients des delais et une qualite d",contact@portesafir.com;contact.safir@portesafir.com;contact@faciliteam.fr;contact@accedia.net,contact@portesafir.com,high,01 34 97 36 00;03 44 85 33 70;01 84 73 06 25,01 34 97 36 00,ok_both
e7e6d0a57661177ab74c255de81258bb,HORIZAL - Fabricant de garde-corps,https://horizal.com,Wood Product Manufacturing,51-200,10M-25M,domarin,,"Horizal : fabricant francais de garde-corps aluminium Depuis 50 ans, Horizal concoit et personnalise des garde-corps en aluminium afin de vous permettre de beneficier de produits design et durables. Horizal est egalement fabricant de portails, clotures et barrieres de piscine en aluminium. Horizal v",,,,04 74 93 25 35;06 26 33 32 72,04 74 93 25 35,ok_phone
9dc6a23af1cf846b9b9c9d37ea4bf916,Cycle Up,https://cycle-up.fr,Wood Product Manufacturing,51-200,10M-25M,,,"Creee en 2017, CYCLE UP developpe et opere une solution globale deconomie circulaire pour le reemploi des materiaux de construction. Ses trois activites principales sont : - Le conseil et etudes en reemploi pour tous les acteurs du batiment - La marketplace www.cycle-up.fr permettant lachat et la ve",contact@cycle-up.fr;dpo@cycle-up.fr,contact@cycle-up.fr,high,01 44 07 67 38,01 44 07 67 38,ok_both
cbace6a8cbbcad773fe6207302239269,"AquaTerra Solutions gabions, génie végétal et contrôle de l'érosion",https://aquaterra-solutions.fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,le pouzin,,"En alternative au genie civil, AquaTerra Solutions propose des solutions plus respectueuses de l'environnement, fiables, de mise en uvre facile et plus competitives. Specialiste du controle de l'erosion et des gabions, concepteur, producteur et distributeur de solutions techniques pour le controle d",contact@aquaterra-solutions.fr;logistique@aquaterra-solutions.fr;erosion@aquaterra-solutions.fr;direction@aquaterra-solutions.fr;gabions@aquaterra-solutions.fr,contact@aquaterra-solutions.fr,high,04 75 63 84 68;04 75 63 84 41;04 75 63 84 52;04 75 63 84 35;04 75 63 84 40,04 75 63 84 68,ok_both
d15982038db5c4b8dd25b045f8b348be,CISABAC,https://cisabac.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,corbeil-essonnes,île-de-france,"""When the quality of the materials meets the know-how of the professional"" The LGI group, specialist in site fencing for over 25 years and specialist in the building envelope for over 30 years, covers the whole of France by bringing together 9 companies, nearly 200 employees and more than 2500 custo",,,,,,no_contact
56874b8b93653a0594ddea4d456ef965,SELFBETON,https://selfbeton.fr,Lumber and Other Construction Materials Merchant W,1-10,1M-5M,,,"Le distributeur automatique de beton Selfbeton delivre des petites quantites de beton pret a l'emploi en mode ""beton-drive"". La production du beton se fait instantanement a la demande, sur simple achat directement a la borne de paiement.",contact@selfbeton.fr,contact@selfbeton.fr,high,03 87 78 78 32,03 87 78 78 32,ok_both
cb79791a7e8dfe1cff7e81f77dace612,FYBOLIA - Fenêtres et Portails,https://fybolia.com,Construction,51-200,10M-25M,saint-malo-des-trois-fontaines,bretagne,"Depuis 1986, Fybolia developpe ses activites (fabrication de menuiseries et portails) a Saint Malo des Trois Fontaines dans le Morbihan. Entreprise familiale rayonnant en premier lieu sur le grand ouest de la France. Fybolia est depuis toujours synonyme dambition et dinnovation. Fybolia a perennise ",accueil@fybolia.com,accueil@fybolia.com,high,02 97 75 50 23,02 97 75 50 23,ok_both
c3e9b963fddefa93c23a008ed7795d38,NUANCES UNIKALO SERVI COULEURS,https://servi-couleurs.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,,,"Distributeur independant, nous delivrons a nos clients le fruit dune experience de 50 ans daccompagnement des professionnels de la finition et de la decoration du batiment. Maitres douvrage, maitres duvre, applicateurs, et particuliers, nous sommes au plus pres de vous a chaque etape cle du projet :",,,,,,no_contact
aea0d1e1849bc50f86495aeff66e6259,ALTELA,https://altela.com,Construction,11-50,1M-5M,séméac,,"ALTELA, seul fabricant Francais de filets de protection pour le batiment, le sport, l'environnement et les filets de peche en grande nappes Ses process innovants et ses usines ultra modernes fabriquent integralement en France des filets aux normes de qualite elevees a des prix competitifs face a la ",,,,,,no_contact
d2dadc4b8ea27f3600ddfe55018c3bef,Zumaplast,https://zumaplast.com,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,,,"Distributeur specialise au service des pros du batiment et du jardin : bardage, isolation, avant toit, menuiseries, terrasse... Facebook : https://www.facebook.com/Zumaplast80/ Bardage : https://bardage.zumaplast.com/ Terrasse : https://terrasse.zumaplast.com Creee en 1992, ZUMAPLAST etait a l'origi",info@zumaplast.com;contact@agenceici.com,info@zumaplast.com,high,03 22 74 42 00;03 22 50 07 68,03 22 74 42 00,ok_both
b46a7e5abeacf2df2af2cf36fc0992e9,MECOWORKS,https://mecoworks.com,Construction,11-50,1M-5M,saint lys,,Votre partenaire-travaux pour la production des Energies Renouvelables,info@mecoworks.com,info@mecoworks.com,high,05 61 91 72 14,05 61 91 72 14,ok_both
b4b823208669783078d7c0526e204926,Feralu / e-metallerie-pro.fr,https://feralu-metallerie.fr,Construction,11-50,1M-5M,,,"Specialiste de la fabrication sur mesure de toutes vos installations metalliques et metallurgiques. Nos equipes parfaitement formees sauront effectuer dans les regles de l'art toutes les missions qui leurs sont confiees : escaliers, garde-corps, portails, ...",,,,03 29 37 31 17,03 29 37 31 17,ok_phone
54719ec8982592a15d7a60ee9d93c52e,Groupe Normabaie,https://normabaie.fr,Wood Product Manufacturing,51-200,10M-25M,boulleville,,"Cree il y a 30 ans, le Groupe Normabaie sest specialise dans la conception et fabrication de menuiseries sur-mesure. Dimension, forme, vitrage, ouverture, couleur, accessoires, rien nest impose, a vous de composer la fenetre de votre choix. Normabaie Production realise des menuiseries en PVC et en a",standard@normabaie.fr;contact@normabaie.fr;info@ionos.fr,standard@normabaie.fr,high,02 32 20 24 70;02 96 87 01 44;02 31 79 71 81,02 32 20 24 70,ok_both
63203661f95ddbc0a10164c7e608fd3f,SAMB,https://samb.fr,Wood Product Manufacturing,11-50,5M-10M,bobigny,,"Le negoce de bois SAMB est specialise dans la vente de bois, de panneaux ainsi que dans la fabrication de coffrages specifiques, de mannequins bois et aluminium, abouts de voile et raidisseurs d'huisserie aupres des professionnels du BTP. Situee a Bobigny (93000) en proche banlieue parisienne, SAMB ",,,,01 48 33 04 07,01 48 33 04 07,ok_phone
37de3231e4611c67eac7d35dbde7ac79,GUILLOUX MATÉRIAUX,https://guillouxmateriaux.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,montviron,normandie,"GUILLOUX MATERIAUX est le specialiste en charpente-couverture et second-uvre avec toute une gamme de materiaux biosources, fort de 9 agences en Normandie, dans la Manche, le Calvados, la Seine-Maritime et l'Eure. 70 ANS que nos grands-parents ont crees la societe GUILLOUX MATERIAUX ! Scieurs depuis ",bonjour@guilloux-materiaux.com;admin@solaris-informatique.com,bonjour@guilloux-materiaux.com,low,02 31 16 21 50;02 31 34 34 04;02 32 57 15 98;02 33 89 67 77;02 33 89 82 80,02 31 16 21 50,ok_both
4dfde95cde29001068e7c09bb7be617b,MECANALU,https://mecanalu.com,Construction,11-50,1M-5M,dourdan,,"Mecanalu, fabricant et distributeur de cloisons aluminium et boxs acoustiques depuis plus de 25 ans a travers toute la France repond a toutes vos problematiques de cloisonnement despace de bureaux en vous proposant des cloisons aux lignes epurees tres design beneficiant de tres hautes performances a",,,,,,no_contact
effeaeda3f264eb2f313849a9b6ca5a4,METALLERIE NANTAISE,https://metallerie-nantaise.com,Construction,1-10,500K-1M,,,"Metallerie Nantaise | Specialiste de la metallerie sur mesure  Facades, Agencement, Securite Depuis 2017, Metallerie Nantaise accompagne les professionnels et les particuliers dans la conception, la fabrication et linstallation douvrages metalliques sur mesure. Basee a Bouaye, notre equipe met son e",contact@mnantaise.com;contact@ouiheberg.com;contact@metallerie-nantaise.fr,contact@mnantaise.com,low,02 85 52 89 47;02 85 52 33 43;09 84 45 69 03,02 85 52 89 47,ok_both
34706698533e349d65921c2f9bc84a82,MÉHAT GIRPAV,https://cloture-beton.fr,Construction,51-200,10M-25M,,,"- Lentreprise MEHAT est creee a Allaire (56) en 1960 par Raymond MEHAT, qui demarre son activite par la fabrication manuelle de produits en beton : clapiers a lapins, niches, garages, ... Dix ans plus tard, il achete sa premiere machine et debute lautomatisation de la production. Au fil des annees, ",,,,,,no_contact
a9490a70a7fcfc93782d97fa530a0fe9,WESER SAS FRANCE,https://weser.fr,Wood Product Manufacturing,51-200,10M-25M,mazières-de-touraine,centre-val de loire,"Specialiste de la Pierre Reconstituee et du Beton Decoratif, Weser offre un vaste choix de produits destines a lamenagement du jardin et a lexterieur de la maison. Fabriques avec un souci constant de qualite, les Balustrades, Piliers et Murets de cloture, Dalles et Paves, ou les Margelles de piscine",marketing@weser.fr,marketing@weser.fr,high,01 02 60 00 18,01 02 60 00 18,ok_both
08a8190b34e5accbce32f3f942c1ec62,MANTION,https://mantion.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,besancon,,"MANTIONEuropean sliding system specialist since 1920. Since 1920, MANTION has designed, manufactured and distributed sliding systems for the construction industrysuch as door, gate and shutter fittingsfrom its outfit in Besancon, France. It caters for the residential market through its building trad",mantion@mantion.com;mymantion@mantion.com,mantion@mantion.com,high,,,ok_email
c362c02724d664801f48e484f2fcc2a4,ALUMINIUM DE BRETAGNE,https://aluminium-de-bretagne.com,Construction,51-200,10M-25M,landevant,,"Presentation Aluminium De Bretagne Forte de ses 40 annees dexperience, notre societe a acquis un savoir-faire unique dans la realisation de facade et dans la fabrication de menuiseries en aluminium sur mesure. Nos equipes accompagnent les architectes dans la realisation, conception, fabrication et m",,,,,,no_contact
21c9445774094237562d79a730d2a244,AFD,https://afd-verandas.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,la châtre,,"Depuis 1993, AFD propose des prestations pour vos verandas, pergolas, menuiseries, volets, stores, portes et fenetres, portes de garages, portails, serrurerie, metallerie. Notre equipe de professionnels vous presente diverses realisations et vous guide dans le choix du projet repondant le mieux a vo",rgpd@afd-verandas.com;lachatre@afd-verandas.com,rgpd@afd-verandas.com,high,05 56 69 64 64,05 56 69 64 64,ok_both
d780a6a99b3bd2c715bcd02f58c1fa86,TUBAUTO,https://tubauto.fr,Construction,51-200,10M-25M,cedex,bourgogne-franche-comté,"TUBAUTO est une marque du groupe Hormann dediee exclusivement a la distribution de portes pour lhabitat aupres des negoces de materiaux. TUBAUTO Distribution commercialise des portes de garage (basculantes, sectionnelles, a enroulement et a deplacement lateral), motorisations, portes dentree et des ",info@tubauto.fr;support@ovh.com;compliance@hoermann.de,info@tubauto.fr,high,03 86 64 85 85;08 92 70 08 90;04 34 28 17 94;03 87 52 12 12;05 22 26 00 86,03 86 64 85 85,ok_both
e6da191b12048da53b87ac581ff0ff54,EVR ALU / Metalukit,https://evr-alu.fr,Construction,1-10,500K-1M,,,"Depuis pres de 10 ans EVR ALU est votre specialiste de l'aluminium. Fabricant et createur sur mesure de garde-corps, clotures et rampes d'escalier en aluminium. Notre equipe vous accompagne dans vos projets et vous conseille avec precision, en vous proposant du sur-mesure et en etant a l'ecoute de v",,,,03 29 31 32 00;03 29 37 31 17,03 29 31 32 00,ok_phone
05657e3c33cb4891c4d039eb10c4d3af,UNIV'R Fenêtres - Portails,https://univrmenuiserie.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,la rochelle,nouvelle-aquitaine,"UNIV'R Menuiserie - L'energie de vous satisf'R Chez UNIV'R Menuiserie, nous sommes la pour repondre a tous vos besoins en matiere de menuiserie professionnelle. Integree au sein du Groupe Ridoret en 2017, notre entreprise beneficie de l'expertise de marques renommees et offre des solutions sur mesur",contact@univrmenuiserie.fr,contact@univrmenuiserie.fr,high,05 49 81 81 81;05 46 81 81 81,05 49 81 81 81,ok_both
eaf75515e95c8de8c95068d8b1980673,Sylneo,https://sylneo.com,Construction,11-50,1M-5M,,,"SYLNEO, est un fabricant francais dECO-MATERIAUX. Nous proposons des solutions damenagement exterieur, design : cloture, terrasse et bardage. Lentreprise sinscrit avec le soutien de lADEME dans un programme damelioration continue pour preserver notre environnement et developper des produits 100% rec",sylneo@sylneo.com;abc@xyz.com,sylneo@sylneo.com,high,02 51 66 34 53;02 51 66 50 38;09 54 43 67 20,02 51 66 34 53,ok_both
